1;Bobbin case ASM;;Bobbin case ASM;11038759;1-1;MLA;;2015-12-31 00:00:00
549;Ball joint assembly, right;;Ball joint assembly, right;35876V;16-21;MLA;;2015-12-31 00:00:00
550;Base;;Base;23424T;16-22;MLA;;2015-12-31 00:00:00
551;Clutch driving segment lever;;Clutch driving segment lever;35877Z;16-23;MLA;;2015-12-31 00:00:00
552;Connecting rod;;Connecting rod;36244;16-24;MLA;;2015-12-31 00:00:00
553;Connecting rod and clutch driving eccentric assembly;;Connecting rod and clutch driving eccentric assembly;29480ALY;16-25;MLA;;2015-12-31 00:00:00
554;Cover, head, front;;Cover, head, front;35882K;16-26;MLA;;2015-12-31 00:00:00
555;Crew;;Crew;22562A;16-27;MLA;;2015-12-31 00:00:00
556;Differential feed dog, for style 35800DLU9;;Differential feed dog, for style 35800DLU9;35826DL;16-28;MLA;;2015-12-31 00:00:00
557;Driven miter gear;;Driven miter gear;35875X;16-29;MLA;;2015-12-31 00:00:00
558;Driven miter gear;;Driven miter gear;35875Y;16-30;MLA;;2015-12-31 00:00:00
559;Eccentric;;Eccentric;35877XA;16-31;MLA;;2015-12-31 00:00:00
560;Feed drive assembly;;Feed drive assembly;29478EC;16-32;MLA;;2015-12-31 00:00:00
561;Feed lift eccentric assembly, for styles 35800DZ;;Feed lift eccentric assembly, for styles 35800DZ;29478DV;16-33;MLA;;2015-12-31 00:00:00
562;Feed rocker driving link;;Feed rocker driving link;36236C;16-34;MLA;;2015-12-31 00:00:00
563;Feed roller shaft;;Feed roller shaft;35873AK;16-35;MLA;;2015-12-31 00:00:00
564;Folder support slide;;Folder support slide;23424AA;16-36;MLA;;2015-12-31 00:00:00
565;Folder support spring;;Folder support spring;23424F;16-37;MLA;;2015-12-31 00:00:00
566;Lifter lever bell crank link;;Lifter lever bell crank link;35835F;16-38;MLA;;2015-12-31 00:00:00
567;Lifter lever connecting link;;Lifter lever connecting link;35880L;16-39;MLA;;2015-12-31 00:00:00
568;Link pin;;Link pin;62238A;16-40;MLA;;2015-12-31 00:00:00
569;Locking spring;;Locking spring;56341G;16-41;MLA;;2015-12-31 00:00:00
570;Looper drive connecting rod assembly;;Looper drive connecting rod assembly;29478DZ;16-42;MLA;;2015-12-31 00:00:00
571;Looper plunger;;Looper plunger;35853W;16-43;MLA;;2015-12-31 00:00:00
572;Lower scroll spring;;Lower scroll spring;23424S;16-44;MLA;;2015-12-31 00:00:00
573;Main feed bar driving link;;Main feed bar driving link;35834W;16-45;MLA;;2015-12-31 00:00:00
574;Needle bar;;Needle bar;US-35817S;16-46;MLA;;2015-12-31 00:00:00
575;Needle bearing;;Needle bearing;660-303;16-47;MLA;;2015-12-31 00:00:00
576;Needle guard;;Needle guard;35869C;16-48;MLA;;2015-12-31 00:00:00
577;Needle heard (8gauge);;Needle heard (8gauge);US-FB35818-CB8;16-49;MLA;;2015-12-31 00:00:00
578;Needle heard (9gauge);;Needle heard (9gauge);US-FB35818-CB9;16-50;MLA;;2015-12-31 00:00:00
579;Needle thread control lever eyelet;;Needle thread control lever eyelet;35869K;16-51;MLA;;2015-12-31 00:00:00
580;Pin;;Pin;50-458BLK;16-52;MLA;;2015-12-31 00:00:00
581;Plunger Bushing;;Plunger Bushing;35853AA;16-53;MLA;;2015-12-31 00:00:00
582;Plunger knob;;Plunger knob;35853Z;16-54;MLA;;2015-12-31 00:00:00
583;Plunger spring;;Plunger spring;35853Y;16-55;MLA;;2015-12-31 00:00:00
584;Presser foot fork;;Presser foot fork;35830DY;16-56;MLA;;2015-12-31 00:00:00
585;Roller clutch ball joint assembly, left;;Roller clutch ball joint assembly, left;35876W;16-57;MLA;;2015-12-31 00:00:00
586;Screw;;Screw;22557A;16-58;MLA;;2015-12-31 00:00:00
587;Screw;;Screw;22894C;16-59;MLA;;2015-12-31 00:00:00
588;Screw;;Screw;22849A;16-60;MLA;;2015-12-31 00:00:00
589;Screw;;Screw;22760A;16-61;MLA;;2015-12-31 00:00:00
590;Screw;;Screw;22564J;16-62;MLA;;2015-12-31 00:00:00
591;Screw, for throat plates;;Screw, for throat plates;22524;16-63;MLA;;2015-12-31 00:00:00
592;Segment lever bushing;;Segment lever bushing;35877N;16-64;MLA;;2015-12-31 00:00:00
593;Tension post ferrule;;Tension post ferrule;39592AK;16-65;MLA;;2015-12-31 00:00:00
594;Thread controler Arm;;Thread controler Arm;35869L;16-66;MLA;;2015-12-31 00:00:00
595;Throat plate, for stype 35800DLU9;;Throat plate, for stype 35800DLU9;35824BQ9;16-67;MLA;;2015-12-31 00:00:00
596;Woodruff key;;Woodruff key;35877AA;16-68;MLA;;2015-12-31 00:00:00
597;Puller drive cover assy;;Puller drive cover assy;35882T;16-69;MLA;;2015-12-31 00:00:00
598;Pin;;Pin;660-219S;16-70;MLA;;2015-12-31 00:00:00
599;Upper needle bar pushing;;Upper needle bar pushing;35854A(US-FP35854A);16-71;MLA;;2015-12-31 00:00:00
600;Loower needle bar pushing;;Loower needle bar pushing;35854B(US-FP35854B);16-72;MLA;;2015-12-31 00:00:00
601;Tension release shaft spring;;Tension release shaft spring;36292K;16-73;MLA;;2015-12-31 00:00:00
602;Screw;;Screw;22894BJ;16-74;MLA;;2015-12-31 00:00:00
603;Screw;;Screw;22560B;16-75;MLA;;2015-12-31 00:00:00
604;Vent csrew,for oil pump;;Vent csrew,for oil pump;21756G;16-76;MLA;;2015-12-31 00:00:00
605;Cylinder;;Cylinder;Cylinder;16-77;MLA;;2015-12-31 00:00:00
606;Cylinder;;Cylinder;Cylinder;16-78;MLA;;2015-12-31 00:00:00
607;Screw;;Screw;22747;16-79;MLA;;2015-12-31 00:00:00
608;Screw;;Screw;US-22594;16-80;MLA;;2015-12-31 00:00:00
609;Spreader Spring (RIGHT);;Spreader Spring (RIGHT);320-38705;17-1;MLA;;2015-12-31 00:00:00
610;Looper,Right;;Looper,Right;140-30803;17-2;MLA;;2015-12-31 00:00:00
611;Looper, Left;;Looper, Left;140-30902;17-3;MLA;;2015-12-31 00:00:00
612;Spreader ,Right;;Spreader ,Right;140-31017;17-4;MLA;;2015-12-31 00:00:00
613;Spreader Stopper right;;Spreader Stopper right;400-15693;17-5;MLA;;2015-12-31 00:00:00
614;Spreader stopper Left;;Spreader stopper Left;400-15692;17-6;MLA;;2015-12-31 00:00:00
615;Spreader spring ,Left;;Spreader spring ,Left;140-32403;17-7;MLA;;2015-12-31 00:00:00
616;Cover;;Cover;320-20919;17-8;MLA;;2015-12-31 00:00:00
617;Thread cutter upper knife;;Thread cutter upper knife;400-15996;17-9;MLA;;2015-12-31 00:00:00
618;Thread guide;;Thread guide;320-51708;17-10;MLA;;2015-12-31 00:00:00
619;Thread haul plate:;;Thread haul plate:;320-20703;17-11;MLA;;2015-12-31 00:00:00
620;;;0;;17-12;MLA;;2015-12-31 00:00:00
621;;;0;;17-13;MLA;;2015-12-31 00:00:00
622;Needle installing base;;Needle installing base;144-04800;18-1;MLA;;2015-12-31 00:00:00
623;Screw M2.5L=5;;Screw M2.5L=5;SM-6850502-TN;18-2;MLA;;2015-12-31 00:00:00
624;Shuttle,H;;Shuttle,H;B1818-210-D0B;18-3;MLA;;2015-12-31 00:00:00
625;Bobbin;;Bobbin;B1806-210-D00;18-4;MLA;;2015-12-31 00:00:00
626;Bobbin Case ASM;;Bobbin Case ASM;B1828-210-DAA;18-5;MLA;;2015-12-31 00:00:00
627;Counter knife;;Counter knife;B2424-210-000;18-6;MLA;;2015-12-31 00:00:00
628;Moving knife Junction;;Moving knife Junction;138-81255;18-7;MLA;;2015-12-31 00:00:00
629;Shuttle driver;;Shuttle driver;144-05005;18-8;MLA;;2015-12-31 00:00:00
630;Chute Stand (Lower);;Chute Stand (Lower);A314;19-1;MLA;;2015-12-31 00:00:00
631;Push-FootBlock;;Push-FootBlock;A313;19-2;MLA;;2015-12-31 00:00:00
632;Clutch Pull Pate ;;Clutch Pull Pate ;A240;19-3;MLA;;2015-12-31 00:00:00
633;Clutch Hook;;Clutch Hook;A241;19-4;MLA;;2015-12-31 00:00:00
634;Main Alex;;Main Alex;A225;19-5;MLA;;2015-12-31 00:00:00
635;Clutch Roller;;Clutch Roller;A230;19-6;MLA;;2015-12-31 00:00:00
636;Pressure Foot;;Pressure Foot;P 36 LN ;29-1;MLA;;2015-12-31 00:00:00
637;Pressure Foot;;Pressure Foot;P 351 ;29-2;MLA;;2015-12-31 00:00:00
638;Pressure Foot;;Pressure Foot;MT- 18  ;29-3;MLA;;2015-12-31 00:00:00
639;Pressure Foot;;Pressure Foot;P 58 N  ;29-4;MLA;;2015-12-31 00:00:00
640;Pressure Foot;;Pressure Foot;CL 1/16 N ;29-5;MLA;;2015-12-31 00:00:00
641;Pressure Foot;;Pressure Foot;L 1/32 N  ;29-6;MLA;;2015-12-31 00:00:00
642;Pressure Foot;;Pressure Foot;CR 1/16 N ;29-7;MLA;;2015-12-31 00:00:00
643;Pressure Foot;;Pressure Foot;SP-18  1/8 ;29-8;MLA;;2015-12-31 00:00:00
644;Pressure Foot;;Pressure Foot;SP- 18  1/4 ;29-9;MLA;;2015-12-31 00:00:00
645;Pressure Foot;;Pressure Foot;SPK-3  ;29-10;MLA;;2015-12-31 00:00:00
646;Pressure Foot;;Pressure Foot;P 363  ;29-11;MLA;;2015-12-31 00:00:00
647;Pressure Foot;;Pressure Foot;P36 RN ;29-12;MLA;;2015-12-31 00:00:00
648;Needle plate, Roller fool, Rubber feed dog;;Needle plate, Roller fool, Rubber feed dog;SPK4-SPK5-SPK6;29-13;MLA;;2015-12-31 00:00:00
649;Needle plate;;Needle plate;CF 211 ;29-14;MLA;;2015-12-31 00:00:00
650;Feed Dog;;Feed Dog;CF 210 ;29-15;MLA;;2015-12-31 00:00:00
651;Presser foot;;Presser foot;1- 1/2 ;29-16;MLA;;2015-12-31 00:00:00
652;Presser foot;;Presser foot;1- 1/4 ;29-17;MLA;;2015-12-31 00:00:00
653;Presser foot;;Presser foot;1- 1/8 ;29-18;MLA;;2015-12-31 00:00:00
654;Presser foot;;Presser foot;CL 1/16 E ;29-19;MLA;;2015-12-31 00:00:00
655;Presser foot;;Presser foot;SP-18L 1/4 ;29-20;MLA;;2015-12-31 00:00:00
656;Feed dog ;;Feed dog ;T 13  ;29-21;MLA;;2015-12-31 00:00:00
657;Feed dog;;Feed dog;T 15  ;29-22;MLA;;2015-12-31 00:00:00
658;Pressure Foot;;Pressure Foot;1/4 R ( 1mm )  ;29-23;MLA;;2015-12-31 00:00:00
659;Pressure Foot;;Pressure Foot;1/4 L R ( 1mm ) ;29-24;MLA;;2015-12-31 00:00:00
660;Pressure Foot;;Pressure Foot;1/4 L    (1mm) ;29-25;MLA;;2015-12-31 00:00:00
661;Pressure Foot;;Pressure Foot;1/4 L R ( 2mm ) ;29-26;MLA;;2015-12-31 00:00:00
662;Pressure Foot;;Pressure Foot;1/4 ( small ) ;29-27;MLA;;2015-12-31 00:00:00
663;Pressure Foot;;Pressure Foot;1/4 R ( 2mm ) ;29-28;MLA;;2015-12-31 00:00:00
664;Pressure Foot;;Pressure Foot;1/4 L ( 2mm ) ;29-29;MLA;;2015-12-31 00:00:00
665;Pressure Foot;;Pressure Foot;3/16L;29-30;MLA;;2015-12-31 00:00:00
666;Pressure Foot;;Pressure Foot;3/16R;29-31;MLA;;2015-12-31 00:00:00
667;Pressure Foot;;Pressure Foot;SP 3/16 L;29-32;MLA;;2015-12-31 00:00:00
668;Pressure Foot;;Pressure Foot;SP 3/16 R;29-33;MLA;;2015-12-31 00:00:00
669;Pressure Foot;;Pressure Foot;SP 18-1/16 L;29-34;MLA;;2015-12-31 00:00:00
670;Pressure Foot;;Pressure Foot;SP 18-1/16 R;29-35;MLA;;2015-12-31 00:00:00
671;Pressure Foot;?? chƒn v?t nh?a;Pressure Foot;Plastic MT 18;29-36;MLA;;2015-12-31 00:00:00
672;Pressure Foot;;Pressure Foot;T35CW-15mm;29-37;MLA;;2015-12-31 00:00:00
673;Pressure Foot;;Pressure Foot;P962;29-38;MLA;;2015-12-31 00:00:00
674;Pressure Foot;;Pressure Foot;T36LN;29-39;MLA;;2015-12-31 00:00:00
675;Pressure Foot;;Pressure Foot;T36N;29-40;MLA;;2015-12-31 00:00:00
676;Pressure Foot;;Pressure Foot;P36LN;29-41;MLA;;2015-12-31 00:00:00
677;Pressure Foot;;Pressure Foot;P360;29-42;MLA;;2015-12-31 00:00:00
678;Pressure Foot;;Pressure Foot;P361;29-43;MLA;;2015-12-31 00:00:00
679;Pressure Foot;;Pressure Foot;P237;29-44;MLA;;2015-12-31 00:00:00
680;Pressure Foot ;;Pressure Foot ;CR 1/16 E;29-45;MLA;;2015-12-31 00:00:00
681;Pressure Foot;;Pressure Foot;T363;29-46;MLA;;2015-12-31 00:00:00
682;Pressor foot for 1 needle;;Pressor foot for 1 needle;211-NF;29-47;MLA;;2015-12-31 00:00:00
683;Pressor foot for 2 needle;;Pressor foot for 2 needle;DAUY 1/4(1,5 mm);29-48;MLA;;2015-12-31 00:00:00
684;Foot;;Foot;CF465/5;29-49;MLA;;2015-12-31 00:00:00
685;pesser foot;;pesser foot;Chan vit 1 kim mi trai cap kenh ( 221NF/YS);29-50;MLA;;2015-12-31 00:00:00
686;Needle;;Needle;DP x 5 ( 75/11) ;30-1;MLA;;2015-12-31 00:00:00
687;Needle;;Needle;DP x 5  (80/12) ;30-2;MLA;;2015-12-31 00:00:00
688;Needle;;Needle;DP x 5  (90/14);30-3;MLA;;2015-12-31 00:00:00
689;Needle;;Needle;DP x 5  (100/16);30-4;MLA;;2015-12-31 00:00:00
690;Needle;;Needle;DP x 5 (110/18) ;30-5;MLA;;2015-12-31 00:00:00
691;Needle;;Needle;DP x 5 (130/21) ;30-6;MLA;;2015-12-31 00:00:00
692;Needle;;Needle;DC x 1  (80/12)  ;30-7;MLA;;2015-12-31 00:00:00
693;Needle;;Needle;DC x 1  (90/14) ;30-8;MLA;;2015-12-31 00:00:00
694;Needle;;Needle;DC x 1 (100/16) ;30-9;MLA;;2015-12-31 00:00:00
695;Needle;;Needle;DC x 1 (110/18);30-10;MLA;;2015-12-31 00:00:00
696;Needle;;Needle;DB x 1  (90/14)  ;30-11;MLA;;2015-12-31 00:00:00
697;Needle;;Needle;DB x 1 (100/16);30-12;MLA;;2015-12-31 00:00:00
698;Needle;;Needle;DB x 1 (110/18)  ;30-13;MLA;;2015-12-31 00:00:00
699;Needle;;Needle;DP x 17 (90/14) ;30-14;MLA;;2015-12-31 00:00:00
700;Needle;;Needle;DP x 17 (100/16) ;30-15;MLA;;2015-12-31 00:00:00
701;Needle;;Needle;DP x 17 (110/18) ;30-16;MLA;;2015-12-31 00:00:00
702;Needle;;Needle;UY 188/128 GAS 14 ;30-17;MLA;;2015-12-31 00:00:00
703;Needle;;Needle;UY 188/128 GAS 16 ;30-18;MLA;;2015-12-31 00:00:00
704;Needle;;Needle;UY 188/128 GAS 18 ;30-19;MLA;;2015-12-31 00:00:00
705;Needle;;Needle;TV x 5 (100/16)  ;30-20;MLA;;2015-12-31 00:00:00
706;Needle;;Needle;UY 180 (110/18) ;30-21;MLA;;2015-12-31 00:00:00
707;Needle;;Needle;UY 130 (100/16) ;30-22;MLA;;2015-12-31 00:00:00
708;Needle;;Needle;UY 130 (110/18)  ;30-23;MLA;;2015-12-31 00:00:00
709;Needle;;Needle;UO x 113 (100/16) ;30-24;MLA;;2015-12-31 00:00:00
710;Needle;;Needle;UO x 113 (110/18) ;30-25;MLA;;2015-12-31 00:00:00
711;Needle;;Needle;UY 188/128 GAS 12;30-26;MLA;;2015-12-31 00:00:00
712;Needle;;Needle;DO x 558 (90/14) ;30-27;MLA;;2015-12-31 00:00:00
713;Needle;;Needle;DO x 558 (100/16) ;30-28;MLA;;2015-12-31 00:00:00
714;Needle;;Needle;DO x 558 (110/18) ;30-29;MLA;;2015-12-31 00:00:00
715;Needle;;Needle;UY 180 GVS (100/16);30-30;MLA;;2015-12-31 00:00:00
716;Needle;;Needle;UO x 113 ( 90/14);30-31;MLA;;2015-12-31 00:00:00
717;Needle;;Needle;TV x 5 (100/18)  ;30-32;MLA;;2015-12-31 00:00:00
718;Needle;;Needle;UY 180 GVS(18);30-33;MLA;;2015-12-31 00:00:00
719;Grinding Wheel Flange;61/5;Grinding Wheel Flange;;31-1;MLA;;2015-12-31 00:00:00
720;Scissor Grinding Wheel;52/11;Scissor Grinding Wheel;;31-2;MLA;;2015-12-31 00:00:00
721;Diamond Cup Grinding Stone;53/2;Diamond Cup Grinding Stone;;31-3;MLA;;2015-12-31 00:00:00
722;Bearings;;Bearings;Look UCP-204;31-4;MLA;;2015-12-31 00:00:00
723; Plastic COIL;; Plastic COIL;0.5MM;31-5;MLA;;2015-12-31 00:00:00
724; Plastic COIL;; Plastic COIL;1MM;31-6;MLA;;2015-12-31 00:00:00
725;Drill Twist 16;;Drill Twist 16;;31-7;MLA;;2015-12-31 00:00:00
726;Drill Twist 19;;Drill Twist 19;;31-8;MLA;;2015-12-31 00:00:00
727;Drill Twist 20;;Drill Twist 20;;31-9;MLA;;2015-12-31 00:00:00
728;Drill Twist 25;;Drill Twist 25;;31-10;MLA;;2015-12-31 00:00:00
729;Saw blade red and blue;;Saw blade red and blue;;31-11;MLA;;2015-12-31 00:00:00
730;Welding electrodes;;Welding electrodes;;31-12;MLA;;2015-12-31 00:00:00
731;cutting stone;;cutting stone;?105 x1.0 x16mm;31-13;MLA;;2015-12-31 00:00:00
732;Polisher;;Polisher;;31-14;MLA;;2015-12-31 00:00:00
733;cutting pliea;;cutting pliea;;31-15;MLA;;2015-12-31 00:00:00
734;Drill bit;;Drill bit;3.5 mm;31-16;MLA;;2015-12-31 00:00:00
735;Drill bit;;Drill bit;4 mm;31-17;MLA;;2015-12-31 00:00:00
736;Bearing;;Bearing;UCP204;31-18;MLA;;2015-12-31 00:00:00
737;DRILL BIT;;DRILL BIT;M1mm;31-19;MLA;;2015-12-31 00:00:00
738;DRILL BIT;;DRILL BIT;M2 mm;31-20;MLA;;2015-12-31 00:00:00
739;DRILL BIT;;DRILL BIT;M2.5mm;31-21;MLA;;2015-12-31 00:00:00
740;DRILL BIT;;DRILL BIT;M3mm;31-22;MLA;;2015-12-31 00:00:00
741;DRILL BIT;;DRILL BIT;M3.2 mm;31-23;MLA;;2015-12-31 00:00:00
742;DRILL BIT;;DRILL BIT;M3.5mm;31-24;MLA;;2015-12-31 00:00:00
743;DRILL BIT;;DRILL BIT;M4mm;31-25;MLA;;2015-12-31 00:00:00
744;DRILL BIT;;DRILL BIT;M4.2mm;31-26;MLA;;2015-12-31 00:00:00
745;DRILL BIT;;DRILL BIT;M4.5mm;31-27;MLA;;2015-12-31 00:00:00
746;DRILL BIT;;DRILL BIT;M5mm;31-28;MLA;;2015-12-31 00:00:00
747;DRILL BIT;;DRILL BIT;M6mm;31-29;MLA;;2015-12-31 00:00:00
748;DRILL BIT;;DRILL BIT;M7mm;31-30;MLA;;2015-12-31 00:00:00
749;DRILL BIT;;DRILL BIT;M7.5mm;31-31;MLA;;2015-12-31 00:00:00
750;DRILL BIT;;DRILL BIT;M8mm;31-32;MLA;;2015-12-31 00:00:00
751;DRILL BIT;;DRILL BIT;M9mm;31-33;MLA;;2015-12-31 00:00:00
752;DRILL BIT;;DRILL BIT;M9.5mm;31-34;MLA;;2015-12-31 00:00:00
753;DRILL BIT;;DRILL BIT;M10mm;31-35;MLA;;2015-12-31 00:00:00
754;DRILL BIT;;DRILL BIT;M10.5mm;31-36;MLA;;2015-12-31 00:00:00
755;Cylinder;;Cylinder;TGM20 x 150;33-1;MLA;;2015-12-31 00:00:00
756;Axes adapter-Y;;Axes adapter-Y;M6;33-2;MLA;;2015-12-31 00:00:00
757;Axes adapter-Y;;Axes adapter-Y;M8;33-3;MLA;;2015-12-31 00:00:00
758;Cylinder ( Xi Land );;Cylinder ( Xi Land );TGA 16 x 20-S;33-4;MLA;;2015-12-31 00:00:00
759;Cylinder ( Xi Land );;Cylinder ( Xi Land );CXSM32 X40;33-5;MLA;;2015-12-31 00:00:00
760;Straight Union;;Straight Union;YPU 6-6;33-6;MLA;;2015-12-31 00:00:00
761;Straight Union;;Straight Union;YPU 8-8;33-7;MLA;;2015-12-31 00:00:00
762;Straight Union;;Straight Union;8 X 6 ( YPG 8-6 );33-8;MLA;;2015-12-31 00:00:00
763;Straight Union;;Straight Union;YPG 6-4;33-9;MLA;;2015-12-31 00:00:00
764;Union Tee;;Union Tee;YPE-4 ( YPE4-4 );33-10;MLA;;2015-12-31 00:00:00
765;Union Tee;;Union Tee;YPE-6 ( YPE-6-6 );33-11;MLA;;2015-12-31 00:00:00
766;Union Tee;;Union Tee;YPY-6 ( YPY-6-6 );33-12;MLA;;2015-12-31 00:00:00
767;Union Tee;;Union Tee;YPE-8 ( YPE-8-8 );33-13;MLA;;2015-12-31 00:00:00
768;Air Connection;;Air Connection;4 X 13 ( 4 x 1/4 ) PC4-02;33-14;MLA;;2015-12-31 00:00:00
769;Air Connation;;Air Connation;6 X 13 ( 6 x 1/4 ) PC6-02;33-15;MLA;;2015-12-31 00:00:00
770;Air Connection;;Air Connection;8 X 13 ( 8 X 1/4 ) PC8-02;33-16;MLA;;2015-12-31 00:00:00
771;Air Connation 8 X 10;;Air Connation 8 X 10;YPC08-01;33-17;MLA;;2015-12-31 00:00:00
772;Air Connection 6 X 10;;Air Connection 6 X 10;YPC06-01;33-18;MLA;;2015-12-31 00:00:00
773;Speed Control Valve;;Speed Control Valve;YSA 4 ( YSA 4-4 );33-19;MLA;;2015-12-31 00:00:00
774;Air Valve;;Air Valve;YSC 4M5;33-20;MLA;;2015-12-31 00:00:00
